"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jimmy Graham (FA)","6","9","27","4.5","6","0","2","0","0","0","0","1","20.7","20.7","0.0%"
"2","Jermaine Gresham (FA)","5","7","64","12.8","20","1","1","0","0","0","0","1","17.4","17.4","0.0%"
"3","Austin Hooper (TEN)","6","6","49","8.2","14","0","1","0","0","0","0","1","16.9","16.9","30.0%"
"4","Garrett Celek (FA)","4","6","67","16.8","47","1","1","0","0","0","0","1","16.7","16.7","0.0%"
"5","Evan Engram (JAC)","6","9","31","5.2","9","0","1","0","0","0","0","1","15.1","15.1","20.0%"
"6","Vernon Davis (FA)","7","11","76","10.9","16","0","0","0","0","0","0","1","14.6","14.6","1.0%"
"7","Jason Witten (FA)","7","7","59","8.4","21","1","0","0","0","0","0","1","12.9","12.9","0.0%"
"8","Austin Seferian-Jenkins (FA)","6","9","67","11.2","28","1","0","0","0","0","0","1","12.7","12.7","0.0%"
"9","Delanie Walker (FA)","6","9","63","10.5","20","1","0","0","0","0","0","1","12.3","12.3","0.0%"
"10","Ed Dickson (FA)","3","5","33","11.0","20","1","1","0","0","0","0","1","12.3","12.3","0.0%"
"11","Eric Ebron (FA)","2","3","39","19.5","29","1","1","0","0","0","0","1","11.9","11.9","0.0%"
"12","Rob Gronkowski (FA)","4","7","74","18.5","26","2","0","0","0","0","0","1","11.4","11.4","8.0%"
"13","Vance McDonald (FA)","2","2","16","8.0","9","0","1","0","0","0","0","1","9.6","9.6","0.0%"
"14","Seth DeValve (FA)","4","6","70","17.5","35","1","0","0","0","0","1","1","9.0","9.0","0.0%"
"15","Julius Thomas (FA)","2","5","8","4.0","6","0","1","0","0","0","0","1","8.8","8.8","0.0%"
"16","Kyle Rudolph (TB)","5","7","37","7.4","12","0","0","0","0","0","0","1","8.7","8.7","2.0%"
"17","Dwayne Allen (FA)","1","2","11","11.0","11","0","1","0","0","0","0","1","8.1","8.1","0.0%"
"18","Nick O'Leary (FA)","1","2","7","7.0","7","0","1","0","0","0","0","1","7.7","7.7","0.0%"
"19","David Morgan II (FA)","1","1","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"20","Martellus Bennett (FA)","3","3","38","12.7","27","1","0","0","0","0","0","1","6.8","6.8","23.0%"
"21","Adam Shaheen (MIA)","2","2","39","19.5","31","1","0","0","0","0","0","1","5.9","5.9","0.0%"
"22","Stephen Anderson (ARI)","2","3","30","15.0","17","0","0","0","0","0","0","1","5.0","5.0","0.0%"
"23","Marcedes Lewis (GB)","2","5","29","14.5","21","1","0","0","0","0","0","1","4.9","4.9","0.0%"
"24","Daniel Brown (FA)","2","3","23","11.5","16","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"25","Nick Vannett (NO)","2","2","22","11.0","16","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"26","Tyler Higbee (LAR)","2","4","22","11.0","15","0","0","0","0","0","0","1","4.2","4.2","53.0%"
"27","Jonnu Smith (NE)","2","5","20","10.0","12","0","0","0","0","0","0","1","4.0","4.0","2.0%"
"28","Charles Clay (FA)","2","3","13","6.5","9","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"29","C.J. Fiedorowicz (FA)","2","5","10","5.0","7","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"30","Jack Doyle (FA)","2","5","9","4.5","6","0","0","0","0","0","0","1","2.9","2.9","2.0%"
"31","Levine Toilolo (FA)","1","1","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"32","Cameron Brate (TB)","1","3","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","7.0%"
"33","Lance Kendricks (FA)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"34","Richard Rodgers (PHI)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"35","Hunter Henry (NE)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","70.0%"
"36","Michael Hoomanawanui (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"37","Tyler Kroft (SF)","1","6","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"38","Jeff Heuerman (FA)","1","3","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"39","David Njoku (CLE)","1","6","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","62.0%"
"40","Antonio Gates (FA)","1","2","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"41","A.J. Derby (FA)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"42","Coby Fleener (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"43","Rhett Ellison (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"44","James Hanna (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"45","Luke Stocker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"46","Logan Paulsen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"47","Virgil Green (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"48","Jordan Matthews (SF)","1","2","14","14.0","14","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"49","Brandon Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"50","Logan Thomas (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","10.0%"
"51","Kelvin Benjamin (FA)","3","6","42","14.0","21","1","0","0","0","0","0","1","0.0","0.0","0.0%"
"52","Xavier Grimble (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
