"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Kroft (SF)","6","8","53","8.8","20","1","2","0","0","0","0","1","23.3","23.3","0.0%"
"2","George Kittle (SF)","4","6","100","25.0","44","2","0","0","0","0","0","1","14.0","14.0","100.0%"
"3","Jack Doyle (FA)","4","5","38","9.5","14","0","1","0","0","0","0","1","13.8","13.8","2.0%"
"4","Benjamin Watson (FA)","7","10","61","8.7","13","0","0","0","0","0","0","1","13.1","13.1","2.0%"
"5","Charles Clay (FA)","6","8","64","10.7","17","0","0","0","0","0","0","1","12.4","12.4","0.0%"
"6","Neal Sterling (FA)","5","8","74","14.8","35","1","0","0","0","0","0","1","12.4","12.4","0.0%"
"7","Rhett Ellison (FA)","5","6","63","12.6","17","0","0","0","0","0","0","1","11.3","11.3","0.0%"
"8","Demetrius Harris (FA)","3","4","73","24.3","51","1","0","0","0","0","0","1","10.3","10.3","0.0%"
"9","Nick O'Leary (FA)","1","2","26","26.0","26","1","1","0","0","0","0","1","9.6","9.6","0.0%"
"10","Antonio Gates (FA)","4","6","46","11.5","20","1","0","0","0","0","0","1","8.6","8.6","0.0%"
"11","Jimmy Graham (FA)","3","6","45","15.0","21","2","0","0","0","0","0","1","7.5","7.5","0.0%"
"12","Cameron Brate (TB)","3","5","37","12.3","13","0","0","0","0","0","0","1","6.7","6.7","7.0%"
"13","David Morgan II (FA)","3","3","35","11.7","17","0","0","0","0","0","0","1","6.5","6.5","0.0%"
"14","Jared Cook (FA)","3","4","35","11.7","24","1","0","0","0","0","0","1","6.5","6.5","1.0%"
"15","Austin Hooper (TEN)","3","3","35","11.7","24","1","0","0","0","0","0","1","6.5","6.5","30.0%"
"16","David Njoku (CLE)","2","3","38","19.0","34","1","0","0","0","0","0","1","5.8","5.8","62.0%"
"17","Jermaine Gresham (FA)","3","3","24","8.0","15","0","0","0","0","0","0","1","5.4","5.4","0.0%"
"18","Emanuel Byrd (FA)","2","2","31","15.5","29","1","0","0","0","0","0","1","5.1","5.1","0.0%"
"19","Delanie Walker (FA)","3","5","19","6.3","9","0","0","0","0","0","0","1","4.9","4.9","0.0%"
"20","Nick Boyle (BAL)","2","3","24","12.0","16","0","0","0","0","0","0","1","4.4","4.4","0.0%"
"21","Zach Ertz (ARI)","2","2","24","12.0","15","0","0","0","0","0","0","1","4.4","4.4","94.0%"
"22","Brent Celek (FA)","3","4","13","4.3","6","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"23","Ed Dickson (FA)","2","3","22","11.0","11","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"24","Jonnu Smith (NE)","3","3","12","4.0","5","0","0","0","0","0","0","1","4.2","4.2","2.0%"
"25","Vernon Davis (FA)","2","3","20","10.0","19","0","0","0","0","0","0","1","4.0","4.0","1.0%"
"26","Garrett Celek (FA)","1","1","28","28.0","28","1","0","0","0","0","0","1","3.8","3.8","0.0%"
"27","Jason Witten (FA)","2","3","17","8.5","9","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"28","Marcedes Lewis (GB)","2","3","13","6.5","11","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"29","Derek Carrier (FA)","2","2","10","5.0","7","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"30","Eric Tomlinson (DEN)","2","2","10","5.0","6","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"31","Jesse James (FA)","2","2","9","4.5","7","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"32","Gerald Everett (LAC)","3","6","16","5.3","6","0","0","0","0","0","1","1","2.6","2.6","24.0%"
"33","James Hanna (FA)","1","2","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"34","Darren Fells (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"35","Luke Stocker (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"36","Alan Cross (FA)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"37","Greg Olsen (FA)","1","9","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","7.0%"
"38","Trey Burton (FA)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"39","Eric Ebron (FA)","1","6","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"40","Jeff Heuerman (FA)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"41","A.J. Derby (FA)","1","4","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"42","Josh Hill (FA)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"43","C.J. Uzomah (NYJ)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","3.0%"
"44","Virgil Green (FA)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"45","Vance McDonald (FA)","1","2","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"46","Garrett Griffin (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"47","Stephen Anderson (ARI)","1","2","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"48","Kyle Rudolph (TB)","1","3","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","2.0%"
"49","Xavier Grimble (FA)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"50","Anthony Fasano (FA)","1","3","1","1.0","1","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"51","Niles Paul (FA)","1","2","0","0.0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"52","MarQueis Gray (FA)","0","0","0","0","0","0","0","1","2","0","0","1","0.2","0.2","0.0%"
"53","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.0%"
"54","Dwayne Allen (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"55","Orson Charles (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Jeff Cumberland (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Logan Paulsen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"58","Lance Kendricks (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Lee Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Kelvin Benjamin (FA)","2","3","27","13.5","18","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"61","Troy Niklas (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Dion Sims (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Luke Willson (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Sean McGrath (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Rob Gronkowski (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","8.0%"
"67","Austin Traylor (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Jeremy Sprinkle (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Ryan O'Malley (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Antony Auclair (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Ben Braunecker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Seth DeValve (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Ryan Malleck (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Jerell Adams (FA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Kyle Carter (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","Hakeem Valles (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Tyrone Swoopes (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Shane Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Jacob Hollister (LV)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Cethan Carter (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Darrell Daniels (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Eric Saubert (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Ricky Seals-Jones (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"85","Pharaoh Brown (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Tyler Higbee (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","53.0%"
"87","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Devin Funchess (DET)","2","6","48","24.0","44","1","1","0","0","0","0","1","0.0","0.0","0.0%"
"89","Ryan Hewitt (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Phillip Supernaw (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
