"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mark Andrews (BAL)","6","9","93","15.5","39","3","2","0","0","0","0","1","27.3","27.3","100.0%"
"2","Mike Gesicki (MIA)","6","12","82","13.7","31","2","2","0","0","0","0","1","26.2","26.2","73.0%"
"3","Dallas Goedert (PHI)","9","12","91","10.1","22","1","1","0","0","0","0","1","24.1","24.1","97.0%"
"4","Jared Cook (FA)","3","4","84","28.0","61","4","2","0","0","0","0","1","23.4","23.4","1.0%"
"5","Kaden Smith (FA)","6","8","35","5.8","10","0","2","0","0","0","0","1","21.5","21.5","0.0%"
"6","Travis Kelce (KC)","8","9","74","9.3","13","0","1","0","0","0","0","1","21.4","21.4","100.0%"
"7","Tyler Higbee (LAR)","9","11","104","11.6","20","1","0","0","0","0","0","1","19.4","19.4","53.0%"
"8","George Kittle (SF)","5","8","79","15.8","36","2","1","0","0","0","0","1","18.9","18.9","100.0%"
"9","Tyler Eifert (FA)","4","8","57","14.3","25","1","1","0","0","0","0","1","17.7","17.7","0.0%"
"10","Jonnu Smith (NE)","3","4","63","21.0","41","3","1","0","0","0","0","1","15.3","15.3","2.0%"
"11","Austin Hooper (TEN)","7","9","82","11.7","31","3","0","0","0","0","0","1","15.2","15.2","30.0%"
"12","C.J. Uzomah (NYJ)","4","4","37","9.3","17","0","1","0","0","0","0","1","13.7","13.7","3.0%"
"13","Jacob Hollister (LV)","5","6","64","12.8","20","1","0","0","0","0","0","1","11.4","11.4","0.0%"
"14","Hale Hentges (FA)","2","2","28","14.0","22","1","1","0","0","0","0","1","10.8","10.8","0.0%"
"15","Hunter Henry (NE)","5","7","45","9.0","17","0","0","0","0","0","0","1","9.5","9.5","70.0%"
"16","Matt LaCosse (FA)","1","1","8","8.0","8","0","1","0","0","0","0","1","7.8","7.8","0.0%"
"17","Darren Waller (LV)","4","4","37","9.3","20","1","0","0","0","0","0","1","7.7","7.7","99.0%"
"18","O.J. Howard (BUF)","3","7","46","15.3","18","0","0","0","0","0","0","1","7.6","7.6","1.0%"
"19","Seth DeValve (FA)","3","6","45","15.0","20","1","0","0","0","0","0","1","7.5","7.5","0.0%"
"20","Demetrius Harris (FA)","1","3","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"21","Zach Ertz (ARI)","4","6","28","7.0","10","0","0","0","0","0","0","1","6.8","6.8","94.0%"
"22","Darren Fells (FA)","3","3","27","9.0","17","0","0","0","0","0","0","1","5.7","5.7","0.0%"
"23","Maxx Williams (ARI)","2","2","36","18.0","28","1","0","0","0","0","0","1","5.6","5.6","0.0%"
"24","Nick Boyle (BAL)","3","4","24","8.0","16","0","0","0","0","0","0","1","5.4","5.4","0.0%"
"25","Greg Olsen (FA)","2","5","33","16.5","28","1","0","0","0","0","0","1","5.3","5.3","7.0%"
"26","Ian Thomas (CAR)","3","3","16","5.3","7","0","0","0","0","0","0","1","4.6","4.6","0.0%"
"27","Benjamin Watson (FA)","3","3","15","5.0","7","0","0","0","0","0","0","1","4.5","4.5","2.0%"
"28","Dawson Knox (BUF)","1","4","33","33.0","33","2","0","0","0","0","0","1","4.3","4.3","95.0%"
"29","Trevon Wesco (NYJ)","1","1","32","32.0","32","2","0","0","0","0","0","1","4.2","4.2","0.0%"
"30","Codey McElroy (FA)","1","1","30","30.0","30","2","0","0","0","0","0","1","4.0","4.0","0.0%"
"31","Vance McDonald (FA)","3","6","9","3.0","9","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"32","Durham Smythe (MIA)","2","2","18","9.0","13","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"33","Jack Doyle (FA)","2","4","17","8.5","11","0","0","0","0","0","0","1","3.7","3.7","2.0%"
"34","Cameron Brate (TB)","2","5","17","8.5","12","0","0","0","0","0","0","1","3.7","3.7","7.0%"
"35","Logan Thomas (WAS)","2","3","17","8.5","9","0","0","0","0","0","0","1","3.7","3.7","10.0%"
"36","Blake Bell (KC)","2","3","15","7.5","10","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"37","MyCole Pruitt (ATL)","2","2","15","7.5","10","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"38","Ross Dwelley (SF)","1","1","25","25.0","25","1","0","0","0","0","0","1","3.5","3.5","0.0%"
"39","Jeremy Sprinkle (FA)","2","3","14","7.0","8","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"40","Jason Witten (FA)","2","3","14","7.0","8","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"41","Ricky Seals-Jones (NYG)","1","2","23","23.0","23","1","0","0","0","0","0","1","3.3","3.3","1.0%"
"42","Jeff Heuerman (FA)","2","2","13","6.5","7","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"43","Derek Carrier (FA)","2","2","12","6.0","6","0","0","0","0","0","0","1","3.2","3.2","0.0%"
"44","Mo Alie-Cox (IND)","1","1","21","21.0","21","1","0","0","0","0","0","1","3.1","3.1","6.0%"
"45","Noah Fant (SEA)","2","2","10","5.0","9","0","0","0","0","0","0","1","3.0","3.0","28.0%"
"46","Dan Arnold (JAC)","1","3","20","20.0","20","1","0","0","0","0","0","1","3.0","3.0","1.0%"
"47","Jesper Horsted (LV)","1","1","20","20.0","20","1","0","0","0","0","0","1","3.0","3.0","0.0%"
"48","Ross Travis (FA)","1","2","19","19.0","19","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"49","Nick Vannett (NO)","1","1","18","18.0","18","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"50","Charles Clay (FA)","1","1","16","16.0","16","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"51","Jimmy Graham (FA)","1","1","16","16.0","16","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"52","Clive Walford (FA)","1","2","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"53","Blake Jarwin (FA)","1","1","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","4.0%"
"54","Irv Smith Jr. (MIN)","2","3","4","2.0","5","0","0","0","0","0","0","1","2.4","2.4","51.0%"
"55","J.P. Holtz (NO)","1","1","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"56","Jesse James (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"57","Eric Saubert (DEN)","1","2","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"58","Hayden Hurst (CIN)","1","3","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","12.0%"
"59","Stephen Carlson (FA)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"60","Kyle Rudolph (TB)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","2.0%"
"61","Andrew Beck (DEN)","1","1","1","1.0","1","0","0","1","3","0","0","1","1.6","1.6","0.0%"
"62","Virgil Green (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"63","Marcedes Lewis (GB)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"64","J.J. Arcega-Whiteside (SEA)","2","2","39","19.5","27","1","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Jaeden Graham (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Tyler Conklin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"67","Isaac Nauta (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Matthew Orzech (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Jordan Akins (NYG)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Taysom Hill (NO)","2","2","21","10.5","23","1","0","2","11","0","0","1","0.0","0.0","9.0%"
"71","Lance Kendricks (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Luke Stocker (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Lee Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Luke Willson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Levine Toilolo (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Joshua Perkins (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
