"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Anthony Firkser (ATL)","8","9","113","14.1","45","4","1","0","0","0","0","1","25.3","25.3","0.0%"
"2","George Kittle (SF)","7","10","109","15.6","44","3","1","0","0","0","0","1","23.9","23.9","100.0%"
"3","Trey Burton (FA)","4","5","58","14.5","20","1","1","1","1","1","0","1","21.9","21.9","0.0%"
"4","Travis Kelce (KC)","5","7","65","13.0","20","1","2","0","0","0","1","1","21.5","21.5","100.0%"
"5","Darren Fells (FA)","6","7","85","14.2","35","2","1","0","0","0","0","1","20.5","20.5","0.0%"
"6","Rob Gronkowski (FA)","5","8","78","15.6","31","2","1","0","0","0","0","1","18.8","18.8","8.0%"
"7","Hayden Hurst (CIN)","4","4","57","14.3","35","2","1","0","0","0","0","1","15.7","15.7","12.0%"
"8","Adam Shaheen (MIA)","3","3","51","17.0","43","3","1","0","0","0","0","1","14.1","14.1","0.0%"
"9","Logan Thomas (WAS)","3","4","42","14.0","29","1","1","0","0","0","0","1","13.2","13.2","10.0%"
"10","Nick Boyle (BAL)","3","3","33","11.0","17","0","1","0","0","0","0","1","12.3","12.3","0.0%"
"11","Irv Smith Jr. (MIN)","4","5","55","13.8","36","2","0","0","0","0","0","1","11.5","11.5","51.0%"
"12","Austin Hooper (TEN)","5","6","52","10.4","36","2","0","0","0","0","0","1","10.2","10.2","30.0%"
"13","Cole Kmet (CHI)","2","2","20","10.0","11","0","1","0","0","0","0","1","10.0","10.0","77.0%"
"14","Jack Doyle (FA)","3","3","29","9.7","17","0","1","0","0","0","1","1","9.9","9.9","2.0%"
"15","T.J. Hockenson (DET)","2","5","17","8.5","16","0","1","0","0","0","0","1","9.7","9.7","97.0%"
"16","Tyler Higbee (LAR)","3","4","56","18.7","31","2","0","0","0","0","0","1","8.6","8.6","53.0%"
"17","Jimmy Graham (FA)","5","8","34","6.8","10","0","0","0","0","0","0","1","8.4","8.4","0.0%"
"18","Kyle Rudolph (TB)","3","4","47","15.7","19","0","0","0","0","0","0","1","7.7","7.7","2.0%"
"19","Dalton Schultz (DAL)","4","5","35","8.8","13","0","0","0","0","0","0","1","7.5","7.5","99.0%"
"20","Durham Smythe (MIA)","1","2","4","4.0","4","0","1","0","0","0","0","1","7.4","7.4","0.0%"
"21","Jason Croom (FA)","1","1","3","3.0","3","0","1","0","0","0","0","1","7.3","7.3","0.0%"
"22","Zach Ertz (ARI)","4","10","33","8.3","11","0","0","0","0","0","0","1","7.3","7.3","94.0%"
"23","Albert Okwuegbunam (DEN)","2","6","45","22.5","27","1","0","0","0","0","0","1","6.5","6.5","78.0%"
"24","Richard Rodgers (PHI)","3","3","31","10.3","16","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"25","Gerald Everett (LAC)","3","4","27","9.0","17","0","0","0","0","0","0","1","5.7","5.7","24.0%"
"26","Robert Tonyan (GB)","3","4","25","8.3","11","0","0","0","0","0","0","1","5.5","5.5","27.0%"
"27","Evan Engram (JAC)","2","3","30","15.0","21","1","0","0","0","0","0","1","5.0","5.0","20.0%"
"28","Pharaoh Brown (HOU)","2","2","28","14.0","22","1","0","0","0","0","0","1","4.8","4.8","0.0%"
"29","Ryan Izzo (FA)","3","3","38","12.7","16","0","0","0","0","0","1","1","4.8","4.8","0.0%"
"30","Kaden Smith (FA)","3","3","15","5.0","9","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"31","Mark Andrews (BAL)","2","4","21","10.5","11","0","0","0","0","0","0","1","4.1","4.1","100.0%"
"32","Ryan Griffin (CHI)","2","3","17","8.5","9","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"33","Geoff Swaim (TEN)","2","3","10","5.0","8","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"34","Eric Ebron (FA)","2","4","9","4.5","7","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"35","Jonnu Smith (NE)","1","2","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","2.0%"
"36","Harrison Bryant (CLE)","1","2","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"37","Ian Thomas (CAR)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"38","Nick Vannett (NO)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"39","David Njoku (CLE)","1","3","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","62.0%"
"40","Tyler Kroft (SF)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"41","Chris Manhertz (JAC)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"42","Jesse James (FA)","1","2","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"43","Cameron Brate (TB)","1","1","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","7.0%"
"44","Nick Keizer (FA)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"45","Darrell Daniels (FA)","1","1","1","1.0","1","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"46","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"47","Rashod Berry (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"48","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"49","Tyler Davis (GB)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"50","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"51","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"52","Deon Yelder (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"53","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Jaeden Graham (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"55","Hakeem Butler (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","J.J. Arcega-Whiteside (SEA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Daniel Helm (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"58","Tanner Hudson (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Chris Herndon IV (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Mike Gesicki (MIA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","73.0%"
"61","Jordan Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Tyler Conklin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"63","Drew Sample (CIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Antonio Gandy-Golden (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Devin Asiasi (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Isaac Nauta (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Jace Sternberger (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Stephen Carlson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Bruce Miller (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Luke Stocker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Lee Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
