"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","7","9","99","14.1","21","1","2","0","0","0","0","1","28.9","28.9","100.0%"
"2","Jeff Heuerman (FA)","10","11","83","8.3","14","0","1","0","0","0","0","1","24.3","24.3","0.0%"
"3","O.J. Howard (BUF)","4","6","53","13.3","31","2","2","0","0","0","0","1","21.3","21.3","1.0%"
"4","George Kittle (SF)","4","4","108","27.0","71","4","1","0","0","0","0","1","20.8","20.8","100.0%"
"5","Greg Olsen (FA)","6","6","76","12.7","23","2","1","0","0","0","0","1","19.6","19.6","7.0%"
"6","Nick Vannett (NO)","6","8","52","8.7","11","0","1","0","0","0","0","1","17.2","17.2","0.0%"
"7","Jimmy Graham (FA)","4","6","55","13.8","19","0","1","0","0","0","0","1","15.5","15.5","0.0%"
"8","Benjamin Watson (FA)","3","4","62","20.7","32","2","1","0","0","0","0","1","15.2","15.2","2.0%"
"9","Jonnu Smith (NE)","2","2","33","16.5","26","1","1","0","0","0","0","1","11.3","11.3","2.0%"
"10","Vernon Davis (FA)","5","7","62","12.4","20","1","0","0","0","0","0","1","11.2","11.2","1.0%"
"11","Logan Thomas (WAS)","7","8","40","5.7","9","0","0","0","0","0","0","1","11.0","11.0","10.0%"
"12","Trey Burton (FA)","2","3","28","14.0","26","1","1","0","0","0","0","1","10.8","10.8","0.0%"
"13","Chris Herndon IV (FA)","4","4","62","15.5","28","2","0","0","0","0","0","1","10.2","10.2","0.0%"
"14","Gerald Everett (LAC)","3","5","48","16.0","20","1","0","0","0","0","0","1","9.8","9.8","24.0%"
"15","David Njoku (CLE)","4","5","53","13.3","19","0","0","0","0","0","0","1","9.3","9.3","62.0%"
"16","Mark Andrews (BAL)","3","6","50","16.7","21","2","0","0","0","0","0","1","8.0","8.0","100.0%"
"17","Jordan Thomas (FA)","1","1","7","7.0","7","0","1","0","0","0","0","1","7.7","7.7","0.0%"
"18","Jordan Reed (FA)","4","6","34","8.5","12","0","0","0","0","0","0","1","7.4","7.4","19.0%"
"19","Jesse James (FA)","2","3","53","26.5","51","4","0","0","0","0","0","1","7.3","7.3","0.0%"
"20","Austin Hooper (TEN)","3","3","41","13.7","23","2","0","0","0","0","0","1","7.1","7.1","30.0%"
"21","Tyler Higbee (LAR)","2","4","40","20.0","33","2","0","0","0","0","0","1","6.0","6.0","53.0%"
"22","Vance McDonald (FA)","3","6","25","8.3","13","0","0","0","0","0","0","1","5.5","5.5","0.0%"
"23","Matt LaCosse (FA)","1","1","44","44.0","44","3","0","0","0","0","0","1","5.4","5.4","0.0%"
"24","Kyle Rudolph (TB)","2","2","28","14.0","24","1","0","0","0","0","0","1","4.8","4.8","2.0%"
"25","Virgil Green (FA)","2","3","28","14.0","22","1","0","0","0","0","0","1","4.8","4.8","0.0%"
"26","Jason Croom (FA)","3","5","36","12.0","26","1","0","0","0","0","1","1","4.6","4.6","0.0%"
"27","Cameron Brate (TB)","3","3","15","5.0","9","0","0","0","0","0","0","1","4.5","4.5","7.0%"
"28","Jared Cook (FA)","2","2","20","10.0","11","0","0","0","0","0","0","1","4.0","4.0","1.0%"
"29","Luke Willson (FA)","2","2","17","8.5","12","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"30","Blake Jarwin (FA)","2","2","15","7.5","10","0","0","0","0","0","0","1","3.5","3.5","4.0%"
"31","Dwayne Allen (FA)","1","1","21","21.0","21","1","0","0","0","0","0","1","3.1","3.1","0.0%"
"32","Hayden Hurst (CIN)","1","2","21","21.0","21","1","0","0","0","0","0","1","3.1","3.1","12.0%"
"33","Josh Hill (FA)","2","4","10","5.0","6","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"34","Ryan Griffin (CHI)","1","2","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"35","Michael Roberts (FA)","1","4","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"36","Ross Dwelley (SF)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"37","Derek Carrier (FA)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"38","Jordan Leggett (FA)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"39","Eric Tomlinson (DEN)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"40","Luke Stocker (FA)","1","2","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"41","Marcedes Lewis (GB)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"42","Deon Yelder (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"43","Dalton Schultz (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","99.0%"
"44","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"45","Jordan Akins (NYG)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"46","Durham Smythe (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"47","Tyler Conklin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"48","Mike Gesicki (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","73.0%"
