"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","10","15","127","12.7","37","4","1","0","0","0","0","1","28.7","28.7","100.0%"
"2","Jordan Reed (FA)","7","11","71","10.1","24","1","1","0","0","0","0","1","20.1","20.1","19.0%"
"3","Gerald Everett (LAC)","3","4","49","16.3","40","3","2","0","0","0","0","1","19.9","19.9","24.0%"
"4","Antonio Gates (FA)","5","7","80","16.0","27","2","1","0","0","0","0","1","19.0","19.0","0.0%"
"5","O.J. Howard (BUF)","5","6","78","15.6","24","3","0","0","0","0","0","1","12.8","12.8","1.0%"
"6","Robert Tonyan (GB)","1","1","54","54.0","54","4","1","0","0","0","0","1","12.4","12.4","27.0%"
"7","Tyler Higbee (LAR)","6","7","63","10.5","16","0","0","0","0","0","0","1","12.3","12.3","53.0%"
"8","Jared Cook (FA)","3","6","31","10.3","23","1","1","0","0","0","0","1","12.1","12.1","1.0%"
"9","Vance McDonald (FA)","3","6","27","9.0","11","0","1","0","0","0","0","1","11.7","11.7","0.0%"
"10","Jonnu Smith (NE)","6","8","44","7.3","9","0","0","0","0","0","0","1","10.4","10.4","2.0%"
"11","Greg Olsen (FA)","2","3","9","4.5","8","0","1","0","0","0","0","1","8.9","8.9","7.0%"
"12","Evan Engram (JAC)","2","2","66","33.0","54","4","0","0","0","0","0","1","8.6","8.6","20.0%"
"13","Ed Dickson (FA)","1","1","15","15.0","15","0","1","0","0","0","0","1","8.5","8.5","0.0%"
"14","Jack Doyle (FA)","4","4","43","10.8","16","0","0","0","0","0","0","1","8.3","8.3","2.0%"
"15","Nick Boyle (BAL)","4","4","36","9.0","16","0","0","0","0","0","0","1","7.6","7.6","0.0%"
"16","Anthony Firkser (ATL)","3","3","44","14.7","28","1","0","0","0","0","0","1","7.4","7.4","0.0%"
"17","Matt Lengel (FA)","1","1","4","4.0","4","0","1","0","0","0","0","1","7.4","7.4","0.0%"
"18","C.J. Uzomah (NYJ)","3","5","41","13.7","20","1","0","0","0","0","0","1","7.1","7.1","3.0%"
"19","Austin Hooper (TEN)","4","8","27","6.8","9","0","0","0","0","0","0","1","6.7","6.7","30.0%"
"20","Geoff Swaim (TEN)","4","5","24","6.0","12","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"21","Jordan Akins (NYG)","2","2","42","21.0","28","1","0","0","0","0","0","1","6.2","6.2","0.0%"
"22","Jeff Heuerman (FA)","4","5","20","5.0","6","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"23","Virgil Green (FA)","2","4","27","13.5","26","1","0","0","0","0","0","1","4.7","4.7","0.0%"
"24","Josh Hill (FA)","2","4","26","13.0","16","0","0","0","0","0","0","1","4.6","4.6","0.0%"
"25","Dan Arnold (JAC)","2","2","25","12.5","23","1","0","0","0","0","0","1","4.5","4.5","1.0%"
"26","Logan Paulsen (FA)","2","2","19","9.5","13","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"27","Cameron Brate (TB)","2","3","16","8.0","10","0","0","0","0","0","0","1","3.6","3.6","7.0%"
"28","Luke Stocker (FA)","2","3","16","8.0","11","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"29","Zach Ertz (ARI)","2","3","15","7.5","8","0","0","0","0","0","0","1","3.5","3.5","94.0%"
"30","Kyle Rudolph (TB)","2","5","13","6.5","7","0","0","0","0","0","0","1","3.3","3.3","2.0%"
"31","Lance Kendricks (FA)","2","2","12","6.0","9","0","0","0","0","0","0","1","3.2","3.2","0.0%"
"32","MyCole Pruitt (ATL)","1","1","19","19.0","19","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"33","Mark Andrews (BAL)","1","1","19","19.0","19","0","0","0","0","0","0","1","2.9","2.9","100.0%"
"34","Nick Vannett (NO)","1","2","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"35","Lee Smith (FA)","2","2","6","3.0","4","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"36","Levine Toilolo (FA)","1","1","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"37","Jimmy Graham (FA)","1","1","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"38","Rhett Ellison (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"39","Jordan Thomas (FA)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"40","Adam Shaheen (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"41","Trey Burton (FA)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"42","Matt LaCosse (FA)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"43","Jermaine Gresham (FA)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"44","Ricky Seals-Jones (NYG)","1","3","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","1.0%"
"45","Jordan Franks (KC)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"46","James O'Shaughnessy (CHI)","1","2","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"47","Ben Braunecker (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"48","Demetrius Harris (FA)","1","2","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"49","Xavier Grimble (FA)","1","1","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","0.0%"
