"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","A.J. Green (ARI)","7","13","189","27.0","77","3","1","0","0","0","1","1","29.9","29.9","7.0%"
"2","DeAndre Hopkins (ARI)","4","12","52","13.0","34","1","3","0","0","0","0","1","27.2","27.2","83.0%"
"3","Antonio Brown (FA)","10","19","157","15.7","49","3","0","0","0","0","0","1","25.7","25.7","1.0%"
"4","Davante Adams (LV)","7","11","66","9.4","14","0","2","0","0","0","0","1","25.6","25.6","100.0%"
"5","T.Y. Hilton (FA)","7","9","177","25.3","63","3","0","0","0","0","0","1","24.7","24.7","0.0%"
"6","Odell Beckham Jr. (FA)","5","8","97","19.4","48","1","1","1","8","0","0","1","21.5","21.5","14.0%"
"7","Chris Hogan (FA)","8","11","74","9.3","19","0","1","0","0","0","0","1","21.4","21.4","0.0%"
"8","William Fuller V (FA)","2","3","57","28.5","48","1","2","1","5","0","0","1","20.2","20.2","2.0%"
"9","Michael Crabtree (FA)","6","8","82","13.7","41","1","1","0","0","0","0","1","20.2","20.2","0.0%"
"10","Nelson Agholor (NE)","4","5","93","23.3","72","1","1","0","0","0","0","1","19.3","19.3","1.0%"
"11","Devin Funchess (DET)","7","8","53","7.6","15","0","1","0","0","0","0","1","18.3","18.3","0.0%"
"12","Cole Beasley (FA)","4","6","23","5.8","12","0","2","0","0","0","0","1","18.3","18.3","1.0%"
"13","Pierre Garcon (FA)","8","11","94","11.8","25","1","0","0","0","0","0","1","17.4","17.4","0.0%"
"14","Marquise Goodwin (SEA)","5","11","116","23.2","51","2","0","0","0","0","0","1","16.6","16.6","0.0%"
"15","Mike Wallace (FA)","3","3","133","44.3","54","3","0","0","0","0","0","1","16.3","16.3","0.0%"
"16","Dez Bryant (FA)","5","8","52","10.4","15","0","1","0","0","0","0","1","16.2","16.2","5.0%"
"17","Kelvin Benjamin (FA)","4","6","58","14.5","31","1","1","0","0","0","0","1","15.8","15.8","0.0%"
"18","Danny Amendola (FA)","8","8","77","9.6","14","0","0","0","0","0","0","1","15.7","15.7","0.0%"
"19","Torrey Smith (FA)","3","4","70","23.3","59","1","1","1","-3","0","0","1","15.7","15.7","0.0%"
"20","DeSean Jackson (FA)","5","9","106","21.2","41","3","0","0","0","0","0","1","15.6","15.6","5.0%"
"21","Jarvis Landry (NO)","5","10","44","8.8","17","0","1","0","0","0","0","1","15.4","15.4","35.0%"
"22","Jermaine Kearse (FA)","4","4","38","9.5","24","1","1","0","0","0","0","1","13.8","13.8","0.0%"
"23","Brandin Cooks (HOU)","5","8","85","17.0","34","1","0","0","0","0","0","1","13.5","13.5","95.0%"
"24","Robert Woods (TEN)","5","8","66","13.2","20","1","0","1","8","0","0","1","12.4","12.4","73.0%"
"25","Ricardo Louis (FA)","5","8","71","14.2","21","2","0","0","0","0","0","1","12.1","12.1","0.0%"
"26","Marvin Jones Jr. (JAC)","6","8","54","9.0","12","0","0","0","0","0","0","1","11.4","11.4","8.0%"
"27","J.J. Nelson (FA)","4","6","80","20.0","28","1","0","1","14","0","1","1","11.4","11.4","0.0%"
"28","Larry Fitzgerald (FA)","6","10","51","8.5","15","0","0","0","0","0","0","1","11.1","11.1","0.0%"
"29","Tavon Austin (FA)","3","5","14","4.7","9","0","0","6","27","1","1","1","11.1","11.1","0.0%"
"30","Tyreek Hill (MIA)","4","6","68","17.0","38","1","0","0","0","0","0","1","10.8","10.8","100.0%"
"31","Keenan Allen (LAC)","4","12","67","16.8","18","0","0","0","0","0","0","1","10.7","10.7","100.0%"
"32","John Brown (FA)","2","7","26","13.0","13","0","1","0","0","0","0","1","10.6","10.6","2.0%"
"33","Brandon Tate (FA)","2","4","25","12.5","13","0","1","0","0","0","0","1","10.5","10.5","0.0%"
"34","Jordy Nelson (FA)","2","4","24","12.0","14","0","1","0","0","0","0","1","10.4","10.4","0.0%"
"35","Jeremy Maclin (FA)","6","8","43","7.2","14","0","0","0","0","0","0","1","10.3","10.3","0.0%"
"36","Roger Lewis (FA)","1","2","29","29.0","29","1","1","0","0","0","0","1","9.9","9.9","0.0%"
"37","Mike Evans (TB)","5","8","49","9.8","15","0","0","0","0","0","0","1","9.9","9.9","100.0%"
"38","JuJu Smith-Schuster (KC)","4","6","58","14.5","21","1","0","0","0","0","0","1","9.8","9.8","95.0%"
"39","Golden Tate (FA)","5","8","48","9.6","22","1","0","0","0","0","0","1","9.8","9.8","0.0%"
"40","Adam Thielen (MIN)","5","8","34","6.8","14","0","0","1","11","0","0","1","9.5","9.5","92.0%"
"41","Kendall Wright (FA)","4","5","46","11.5","13","0","0","0","0","0","0","1","8.6","8.6","0.0%"
"42","Martavis Bryant (FA)","5","8","21","4.2","9","0","0","1","13","0","0","1","8.4","8.4","0.0%"
"43","Brandon LaFell (FA)","5","8","32","6.4","16","0","0","0","0","0","0","1","8.2","8.2","0.0%"
"44","Adam Humphries (FA)","3","5","51","17.0","20","1","0","0","0","0","0","1","8.1","8.1","1.0%"
"45","De'Anthony Thomas (FA)","1","1","10","10.0","10","0","1","0","0","0","0","1","8.0","8.0","0.0%"
"46","Jeremy Kerley (FA)","4","4","39","9.8","18","0","0","0","0","0","0","1","7.9","7.9","0.0%"
"47","Doug Baldwin (FA)","4","8","37","9.3","15","0","0","0","0","0","0","1","7.7","7.7","0.0%"
"48","Brice Butler (FA)","2","2","57","28.5","49","1","0","0","0","0","0","1","7.7","7.7","0.0%"
"49","Chris Conley (HOU)","3","3","46","15.3","19","0","0","0","0","0","0","1","7.6","7.6","0.0%"
"50","Eric Decker (FA)","4","6","34","8.5","14","0","0","0","0","0","0","1","7.4","7.4","0.0%"
"51","Cooper Kupp (LAR)","3","8","44","14.7","19","0","0","0","0","0","0","1","7.4","7.4","100.0%"
"52","Kasen Williams (FA)","4","5","33","8.3","12","0","0","0","0","0","0","1","7.3","7.3","0.0%"
"53","Marqise Lee (FA)","2","4","49","24.5","31","1","0","0","0","0","0","1","6.9","6.9","0.0%"
"54","Randall Cobb (GB)","4","5","29","7.3","13","0","0","0","0","0","0","1","6.9","6.9","4.0%"
"55","Jaron Brown (FA)","3","6","39","13.0","20","1","0","0","0","0","0","1","6.9","6.9","0.0%"
"56","Paul Richardson Jr. (FA)","3","5","35","11.7","14","0","0","0","0","0","0","1","6.5","6.5","0.0%"
"57","Tyler Lockett (SEA)","3","4","26","8.7","12","0","0","1","7","0","0","1","6.3","6.3","86.0%"
"58","Donte Moncrief (FA)","3","3","32","10.7","15","0","0","0","0","0","0","1","6.2","6.2","0.0%"
