"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","DeAndre Hopkins (ARI)","11","16","149","13.5","29","3","2","0","0","0","1","1","35.9","35.9","83.0%"
"2","Antonio Brown (FA)","11","18","213","19.4","57","5","0","0","0","0","0","1","32.3","32.3","1.0%"
"3","Davante Adams (LV)","10","14","84","8.4","25","1","2","0","0","0","0","1","30.4","30.4","100.0%"
"4","Michael Thomas (NO)","10","14","117","11.7","35","2","1","0","0","0","0","1","27.7","27.7","93.0%"
"5","Jarvis Landry (NO)","8","8","46","5.8","10","0","2","0","0","0","0","1","24.6","24.6","35.0%"
"6","Demaryius Thomas (FA)","8","12","93","11.6","25","2","1","0","0","0","0","1","23.3","23.3","0.0%"
"7","Tyrell Williams (FA)","4","4","132","33.0","75","3","1","0","0","0","0","1","23.2","23.2","0.0%"
"8","Cooper Kupp (LAR)","5","7","118","23.6","64","2","1","0","0","0","0","1","22.8","22.8","100.0%"
"9","Golden Tate (FA)","8","9","85","10.6","24","1","1","0","0","0","0","1","22.5","22.5","0.0%"
"10","Adam Thielen (MIN)","6","12","105","17.5","52","1","1","0","0","0","0","1","22.5","22.5","92.0%"
"11","Kendall Wright (FA)","10","11","107","10.7","18","0","0","0","0","0","0","1","20.7","20.7","0.0%"
"12","Mohamed Sanu Sr. (MIA)","6","8","83","13.8","22","3","1","0","0","0","0","1","20.3","20.3","0.0%"
"13","Tyler Lockett (SEA)","4","5","90","22.5","74","1","1","1","10","0","0","1","20.0","20.0","86.0%"
"14","Dede Westbrook (FA)","5","8","81","16.2","29","2","1","0","0","0","0","1","19.1","19.1","0.0%"
"15","Keelan Cole Sr. (LV)","3","3","99","33.0","75","1","1","0","0","0","0","1","18.9","18.9","0.0%"
"16","Corey Coleman (KC)","5","6","62","12.4","20","1","1","0","0","0","0","1","17.2","17.2","0.0%"
"17","Keenan Allen (LAC)","6","8","111","18.5","51","2","0","0","0","0","0","1","17.1","17.1","100.0%"
"18","Doug Baldwin (FA)","3","6","78","26.0","43","2","1","0","0","0","0","1","16.8","16.8","0.0%"
"19","Marquise Goodwin (SEA)","6","12","106","17.7","32","2","0","0","0","0","0","1","16.6","16.6","0.0%"
"20","Dez Bryant (FA)","3","5","73","24.3","50","1","1","0","0","0","0","1","16.3","16.3","5.0%"
"21","Alshon Jeffery (FA)","5","11","52","10.4","15","0","1","0","0","0","0","1","16.2","16.2","0.0%"
"22","Paul Richardson Jr. (FA)","3","7","72","24.0","61","1","1","0","0","0","0","1","16.2","16.2","0.0%"
"23","Torrey Smith (FA)","6","11","100","16.7","46","2","0","0","0","0","0","1","16.0","16.0","0.0%"
"24","Josh Gordon (KC)","3","6","69","23.0","38","1","1","0","0","0","0","1","15.9","15.9","0.0%"
"25","Michael Crabtree (FA)","7","13","60","8.6","13","0","0","0","0","0","0","1","15.0","15.0","0.0%"
"26","Devin Funchess (DET)","3","7","59","19.7","22","1","1","0","0","0","0","1","14.9","14.9","0.0%"
"27","Julio Jones (TB)","5","11","98","19.6","38","2","0","0","0","0","0","1","14.8","14.8","46.0%"
"28","Nelson Agholor (NE)","8","11","64","8.0","18","0","0","0","0","0","0","1","14.4","14.4","1.0%"
"29","Chris Moore (HOU)","3","3","48","16.0","30","1","1","0","0","0","0","1","13.8","13.8","0.0%"
"30","Danny Amendola (FA)","6","9","76","12.7","26","2","0","0","0","0","0","1","13.6","13.6","0.0%"
"31","Kelvin Benjamin (FA)","3","8","38","12.7","21","1","1","0","0","0","0","1","12.8","12.8","0.0%"
"32","Stefon Diggs (BUF)","6","10","64","10.7","22","1","0","0","0","0","0","1","12.4","12.4","100.0%"
"33","Jakeem Grant Sr. (CLE)","2","4","42","21.0","25","1","1","0","0","0","0","1","12.2","12.2","0.0%"
"34","Albert Wilson (FA)","5","7","72","14.4","36","1","0","0","0","0","0","1","12.2","12.2","0.0%"
"35","Randall Cobb (GB)","8","8","39","4.9","16","0","0","0","0","0","0","1","11.9","11.9","4.0%"
"36","Chris Godwin (TB)","5","6","68","13.6","19","0","0","0","0","0","0","1","11.8","11.8","88.0%"
"37","Roger Lewis (FA)","7","11","46","6.6","16","0","0","0","0","0","0","1","11.6","11.6","0.0%"
"38","Marqise Lee (FA)","5","6","65","13.0","18","0","0","0","0","0","0","1","11.5","11.5","0.0%"
"39","Tyreek Hill (MIA)","4","6","75","18.8","44","1","0","0","0","0","0","1","11.5","11.5","100.0%"
"40","Brandon LaFell (FA)","3","6","24","8.0","14","0","1","0","0","0","0","1","11.4","11.4","0.0%"
"41","Sammy Watkins (GB)","3","7","21","7.0","15","0","1","0","0","0","0","1","11.1","11.1","18.0%"
