"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Marvin Jones Jr. (JAC)","7","10","117","16.7","39","2","2","0","0","0","0","1","30.7","30.7","8.0%"
"2","Sammy Watkins (GB)","8","9","107","13.4","24","2","2","0","0","0","0","1","30.7","30.7","18.0%"
"3","Mike Evans (TB)","6","13","179","29.8","72","7","1","0","0","0","0","1","29.9","29.9","100.0%"
"4","Tyler Boyd (CIN)","9","10","138","15.3","28","3","1","1","-2","0","0","1","28.6","28.6","55.0%"
"5","Stefon Diggs (BUF)","10","11","119","11.9","31","3","1","0","0","0","0","1","27.9","27.9","100.0%"
"6","DeAndre Hopkins (ARI)","6","7","82","13.7","49","3","2","0","0","0","0","1","26.2","26.2","83.0%"
"7","Larry Fitzgerald (FA)","8","12","102","12.8","37","3","1","0","0","0","0","1","26.2","26.2","0.0%"
"8","Antonio Brown (FA)","6","8","74","12.3","43","3","2","0","0","0","0","1","25.4","25.4","1.0%"
"9","William Fuller V (FA)","5","6","124","24.8","73","6","1","0","0","0","0","1","23.4","23.4","2.0%"
"10","Adam Thielen (MIN)","7","7","103","14.7","28","2","1","1","15","0","1","1","22.8","22.8","92.0%"
"11","Odell Beckham Jr. (FA)","8","11","136","17.0","44","6","0","0","0","0","0","1","21.6","21.6","14.0%"
"12","Julian Edelman (FA)","9","10","104","11.6","26","2","0","2","13","0","0","1","20.7","20.7","24.0%"
"13","David Moore (CHI)","4","4","97","24.3","45","4","1","0","0","0","0","1","19.7","19.7","0.0%"
"14","DeVante Parker (NE)","6","9","134","22.3","46","5","0","0","0","0","0","1","19.4","19.4","40.0%"
"15","Josh Reynolds (DET)","3","5","42","14.0","22","1","2","1","-2","0","0","1","19.0","19.0","1.0%"
"16","A.J. Green (ARI)","5","7","76","15.2","23","1","1","0","0","0","0","1","18.6","18.6","7.0%"
"17","Davante Adams (LV)","5","7","133","26.6","48","7","0","0","0","0","0","1","18.3","18.3","100.0%"
"18","DJ Moore (CAR)","5","6","90","18.0","33","2","0","2","39","0","0","1","17.9","17.9","99.0%"
"19","DeSean Jackson (FA)","3","8","68","22.7","60","4","1","1","4","0","0","1","16.2","16.2","5.0%"
"20","Antonio Callaway (FA)","5","6","36","7.2","13","0","1","0","0","0","0","1","14.6","14.6","0.0%"
