"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","T.J. Hockenson (DET)","10","11","89","8.9","18","0","0","0","0","0","0","1","18.9","18.9","97.0%"
"2","Dan Arnold (JAC)","8","10","68","8.5","11","0","0","0","0","0","0","1","14.8","14.8","1.0%"
"3","Pat Freiermuth (PIT)","4","7","44","11.0","22","1","1","0","0","0","0","1","14.4","14.4","86.0%"
"4","Dallas Goedert (PHI)","6","7","72","12.0","19","0","0","0","0","0","0","1","13.2","13.2","97.0%"
"5","Brevin Jordan (HOU)","3","4","41","13.7","23","1","1","0","0","0","0","1","13.1","13.1","3.0%"
"6","Jesse James (FA)","3","3","38","12.7","19","0","1","0","0","0","0","1","12.8","12.8","0.0%"
"7","Geoff Swaim (TEN)","4","5","23","5.8","7","0","1","0","0","0","0","1","12.3","12.3","0.0%"
"8","Tyler Conklin (NYJ)","5","7","57","11.4","31","2","0","0","0","0","0","1","10.7","10.7","2.0%"
"9","Evan Engram (JAC)","3","4","15","5.0","7","0","1","0","0","0","0","1","10.5","10.5","20.0%"
"10","Jordan Akins (NYG)","5","5","53","10.6","31","2","0","0","0","0","0","1","10.3","10.3","0.0%"
"11","Tyler Kroft (SF)","2","2","20","10.0","13","0","1","0","0","0","0","1","10.0","10.0","0.0%"
"12","Mike Gesicki (MIA)","3","4","48","16.0","40","3","0","0","0","0","0","1","9.8","9.8","73.0%"
"13","Kyle Rudolph (TB)","2","3","12","6.0","11","0","1","0","0","0","0","1","9.2","9.2","2.0%"
"14","Jack Doyle (FA)","2","2","12","6.0","7","0","1","0","0","0","0","1","9.2","9.2","2.0%"
"15","Zach Ertz (ARI)","4","4","42","10.5","20","1","0","0","0","0","0","1","8.2","8.2","94.0%"
"16","Robert Tonyan (GB)","3","4","49","16.3","33","2","0","0","0","0","0","1","7.9","7.9","27.0%"
"17","C.J. Uzomah (NYJ)","4","4","33","8.3","11","0","0","0","0","0","0","1","7.3","7.3","3.0%"
"18","Zach Gentry (PIT)","3","5","39","13.0","24","1","0","0","0","0","0","1","6.9","6.9","0.0%"
"19","David Njoku (CLE)","3","3","39","13.0","24","1","0","0","0","0","0","1","6.9","6.9","62.0%"
"20","Austin Hooper (TEN)","4","6","26","6.5","8","0","0","0","0","0","0","1","6.6","6.6","30.0%"
"21","Albert Okwuegbunam (DEN)","3","3","34","11.3","19","0","0","0","0","0","0","1","6.4","6.4","78.0%"
"22","Garrett Griffin (FA)","3","3","30","10.0","14","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"23","Tommy Sweeney (BUF)","3","4","30","10.0","13","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"24","Tyler Higbee (LAR)","3","3","25","8.3","11","0","0","0","0","0","0","1","5.5","5.5","53.0%"
"25","Cole Kmet (CHI)","3","6","24","8.0","16","0","0","0","0","0","0","1","5.4","5.4","77.0%"
"26","Harrison Bryant (CLE)","2","2","33","16.5","21","1","0","0","0","0","0","1","5.3","5.3","0.0%"
"27","Tommy Tremble (CAR)","3","4","18","6.0","13","0","0","0","0","0","0","1","4.8","4.8","1.0%"
"28","Travis Kelce (KC)","4","6","27","6.8","14","0","0","0","0","0","1","1","4.7","4.7","100.0%"
"29","Jared Cook (FA)","2","5","25","12.5","13","0","0","0","0","0","0","1","4.5","4.5","1.0%"
"30","Hunter Henry (NE)","1","3","33","33.0","33","2","0","0","0","0","0","1","4.3","4.3","70.0%"
"31","MyCole Pruitt (ATL)","2","2","22","11.0","14","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"32","Josiah Deguara (GB)","2","2","20","10.0","12","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"33","O.J. Howard (BUF)","2","3","16","8.0","12","0","0","0","0","0","0","1","3.6","3.6","1.0%"
"34","Cameron Brate (TB)","2","4","15","7.5","9","0","0","0","0","0","0","1","3.5","3.5","7.0%"
"35","Jonnu Smith (NE)","2","2","13","6.5","11","0","0","0","0","0","0","1","3.3","3.3","2.0%"
"36","Kyle Pitts (ATL)","2","6","13","6.5","11","0","0","0","0","0","0","1","3.3","3.3","100.0%"
"37","Ricky Seals-Jones (NYG)","2","4","12","6.0","14","0","0","0","0","0","0","1","3.2","3.2","1.0%"
"38","Dalton Schultz (DAL)","2","7","11","5.5","7","0","0","0","0","0","0","1","3.1","3.1","99.0%"
