"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","8","10","119","14.9","30","2","0","0","0","0","0","1","19.9","19.9","100.0%"
"2","Hunter Henry (NE)","4","4","37","9.3","19","0","2","0","0","0","0","1","19.7","19.7","70.0%"
"3","Mark Andrews (BAL)","6","8","63","10.5","15","0","1","0","0","0","0","1","18.3","18.3","100.0%"
"4","Tyler Conklin (NYJ)","3","5","11","3.7","5","0","2","0","0","0","0","1","16.1","16.1","2.0%"
"5","George Kittle (SF)","5","7","50","10.0","18","0","1","0","0","0","0","1","16.0","16.0","100.0%"
"6","Gerald Everett (LAC)","8","8","63","7.9","12","0","0","0","0","0","0","1","14.3","14.3","24.0%"
"7","Dan Arnold (JAC)","5","8","67","13.4","24","1","0","0","0","0","0","1","13.7","13.7","1.0%"
"8","Austin Hooper (TEN)","4","5","25","6.3","11","0","1","0","0","0","0","1","12.5","12.5","30.0%"
"9","Tyler Higbee (LAR)","3","5","20","6.7","12","0","1","0","0","0","0","1","11.0","11.0","53.0%"
"10","Noah Fant (SEA)","5","6","59","11.8","15","0","0","0","0","0","0","1","10.9","10.9","28.0%"
"11","Albert Okwuegbunam (DEN)","3","3","77","25.7","64","4","0","0","0","0","0","1","10.7","10.7","78.0%"
"12","Kyle Pitts (ATL)","4","7","60","15.0","18","0","0","0","0","0","0","1","10.0","10.0","100.0%"
"13","Zach Ertz (ARI)","4","6","46","11.5","19","0","0","0","0","0","0","1","8.6","8.6","94.0%"
"14","Adam Trautman (NO)","5","6","32","6.4","8","0","0","0","0","0","0","1","8.2","8.2","1.0%"
"15","Cameron Brate (TB)","1","3","6","6.0","6","0","1","0","0","0","0","1","7.6","7.6","7.0%"
"16","MyCole Pruitt (ATL)","1","1","2","2.0","2","0","1","0","0","0","0","1","7.2","7.2","0.0%"
"17","Noah Gray (KC)","1","3","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"18","Geoff Swaim (TEN)","4","5","26","6.5","16","0","0","0","0","0","0","1","6.6","6.6","0.0%"
"19","Adam Shaheen (MIA)","3","4","34","11.3","21","1","0","0","0","0","0","1","6.4","6.4","0.0%"
"20","Darren Waller (LV)","4","7","24","6.0","11","0","0","0","0","0","0","1","6.4","6.4","99.0%"
"21","Jack Doyle (FA)","3","5","31","10.3","12","0","0","0","0","0","0","1","6.1","6.1","2.0%"
"22","Pat Freiermuth (PIT)","5","9","31","6.2","10","0","0","0","0","0","1","1","6.1","6.1","86.0%"
"23","Ricky Seals-Jones (NYG)","3","4","30","10.0","13","0","0","0","0","0","0","1","6.0","6.0","1.0%"
"24","Juwan Johnson (NO)","2","3","36","18.0","26","1","0","0","0","0","0","1","5.6","5.6","0.0%"
"25","John Bates (WAS)","3","3","25","8.3","18","0","0","0","0","0","0","1","5.5","5.5","0.0%"
"26","Dallas Goedert (PHI)","2","2","28","14.0","24","1","0","0","0","0","0","1","4.8","4.8","97.0%"
"27","Will Dissly (SEA)","2","2","22","11.0","28","1","0","0","0","0","0","1","4.2","4.2","0.0%"
"28","Harrison Bryant (CLE)","2","2","18","9.0","13","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"29","Sean McKeon (DAL)","2","2","15","7.5","12","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"30","Durham Smythe (MIA)","1","1","23","23.0","23","1","0","0","0","0","0","1","3.3","3.3","0.0%"
"31","Eric Ebron (FA)","2","2","13","6.5","9","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"32","Ryan Griffin (CHI)","1","2","21","21.0","21","1","0","0","0","0","0","1","3.1","3.1","0.0%"
"33","Marcedes Lewis (GB)","2","2","10","5.0","7","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"34","Josiah Deguara (GB)","2","3","9","4.5","5","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"35","Dawson Knox (BUF)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","95.0%"
"36","Donald Parham Jr. (LAC)","1","2","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","1.0%"
"37","Jack Stoll (PHI)","2","3","6","3.0","4","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"38","Kylen Granson (IND)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"39","Chris Herndon IV (FA)","1","2","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"40","Dalton Schultz (DAL)","1","2","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","99.0%"
"41","David Njoku (CLE)","1","4","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","62.0%"
"42","Jared Cook (FA)","1","3","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","1.0%"
"43","Mo Alie-Cox (IND)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","6.0%"
"44","Tyler Davis (GB)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"45","Tommy Tremble (CAR)","1","1","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","1.0%"
"46","Anthony Firkser (ATL)","1","2","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"47","Brock Wright (DET)","1","2","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"48","Kendall Blanton (WAS)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"49","Blake Bell (KC)","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","0.0%"
"50","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Sage Surratt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"55","Luke Farrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Nakia Griffin-Stewart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Rashod Berry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"59","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"61","Ben Ellefson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Eli Wolf (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Thaddeus Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Tanner Hudson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Deon Yelder (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Jaeden Graham (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","J.J. Arcega-Whiteside (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","T.J. Hockenson (DET)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","97.0%"
"74","Tommy Sweeney (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Mike Gesicki (MIA)","0","7","0","0","0","0","0","0","0","0","0","1","0.0","0.0","73.0%"
"76","Troy Fumagalli (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Hayden Hurst (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0%"
"78","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Jordan Akins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","David Wells (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Kevin Rader (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Jordan Franks (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Daniel Helm (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Foster Moreau (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"85","Chase Allen (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Matt Sokol (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Matthew Orzech (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Parker Hesse (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Chris Myarick (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Cole Kmet (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.0%"
"91","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Jared Pinkney (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Devin Asiasi (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Jesper Horsted (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Josh Oliver (BAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Tyree Jackson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Alize Mack (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Irv Smith Jr. (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.0%"
"102","Jace Sternberger (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Zach Gentry (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Jody Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Nate Becker (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Michael Jacobson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Cole Turner (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Jeremy Ruckert (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Isaiah Likely (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0%"
"112","Austin Allen (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Jelani Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"114","Derrick Deese Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Chigoziem Okonkwo (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"116","Nikola Kalinic (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Grant Calcaterra (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","John FitzPatrick (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Teagan Quitoriano (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Sal Cannella (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Gerrit Prince (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","James Mitchell (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Cade Otton (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Jacob Harris (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Ben Mason (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Briley Moore (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Hunter Kampmoyer (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Zach Davidson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","John Raine (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Bernhard Seikovits (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Nick Guggemos (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Jake Hausmann (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Noah Grey (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"135","Tanner Conner (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Daniel Bellinger (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"137","Jalen Wydermyer (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Zaire Mitchell-Paden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Cade Brewer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Kehinde Oginni Hassan (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Jake Tonges (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Roger Carter (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Dylan Parham (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Andre Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Justin Rigg (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Leroy Watson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Cole Fotheringham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Tucker Fisk (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","JJ Howland (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Nick Muse (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Lucas Krull (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Chris Pierce Jr. (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Andrew Ogletree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Connor Heyward (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Seth Green (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Josh Babicz (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Erik Krommenhoek (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Curtis Hodges (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Greg Dulcich (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"163","Trey McBride (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"164","Peyton Hendershot (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Matt Bushman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Tony Poljan (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Paul Quessenberry (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Jake Ferguson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Charlie Kolar (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Hunter Long (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Tre' McKitty (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"173","Quintin Morris (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Nick Eubanks (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Miller Forristall (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Taysom Hill (NO)","1","2","15","15.0","15","0","0","3","23","0","0","1","0.0","0.0","9.0%"
"177","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"178","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"179","Kyle Rudolph (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"180","Luke Stocker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"181","Logan Thomas (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"182","Jordan Matthews (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"184","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"185","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"186","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"187","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"188","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"190","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"191","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
